country,url,academic,mathematics and english
Ethiopia,https://www.londonmet.ac.uk/international/applying/entry-requirements-by-country/ethiopia/,"<table border=""0"">
<tbody>
<tr>
<td>
<h3>Type of course</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td><a href=""/applying/undergraduate/"">Undergraduate</a></td>
<td>
<p>Advanced Diploma (12+3) and approved by the Higher Education Relevance and Quality Agency (HERQA).</p>
<p>Pass year 1 and/or year 2 from an Ethiopian University with an average minimum grade B.</p>
</td>
</tr>
<tr>
<td><a href=""/courses/extended-degrees/"">Four-year degree including a foundation year</a></td>
<td>
<p>Ethiopian General Secondary Education Certificate (EGSEC).</p>
<p>Ethiopian Higher Education Examination and Ethiopian School Leaving Certificate.</p>
<p>Middle Level Technical and Vocational Education and Training (TVET) 10+3 Diploma (equivalent to AS Level) with grade C or 60â79%.</p>
</td>
</tr>
<tr>
<td><a href=""/courses/postgraduate/"">Postgraduate</a></td>
<td>
<p><span class=""EOP SCXW85438785 BCX0"" data-ccp-props='{""201341983"":0,""335559740"":259}'>Students with an Ethiopian masterâs degree, grade B or above. </span></p>
</td>
</tr>
<tr>
<td><a href=""/courses/international-foundation-programme/"">International Foundation Programme</a></td>
<td>
<p>Ethiopian General Secondary Education Certificate (EGSEC).</p>
<p>Ethiopian Higher Education Examination and Ethiopian School Leaving Certificate.</p>
<p>Middle Level Technical and Vocational Education and Training (TVET) 10+3 Diploma (equivalent to AS Level) with grade C or 60â79%.</p>
</td>
</tr>
</tbody>
</table>","<table border=""0"">
<tbody>
<tr>
<td>
<h3>Subject</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td>English</td>
<td>
<p>Nationals who require a student visa must provide a Secure English Language Test (SELT) such as Academic IELTS or Pearson PTE Academic qualification. Please see our <a href=""/international/applying/english-language-requirements/"">English language requirements</a>.</p>
</td>
</tr>
<tr>
<td>Mathematics (if applicable to your course)</td>
<td><span class=""TextRun SCXW101958429 BCX0"" data-contrast=""auto""><span class=""NormalTextRun SCXW101958429 BCX0"">EGSEC Grade C or 60â79% minimum.</span></span></td>
</tr>
</tbody>
</table>"
Finland,https://www.londonmet.ac.uk/international/applying/entry-requirements-by-country/finland/,"<table border=""0"">
<tbody>
<tr>
<td>
<h3>Type of course</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td><a href=""/applying/undergraduate/"">Undergraduate</a></td>
<td>
<p>Ylioppilastutkinoto/ Studentenexamen (Matriculation Examination Certificate) with an average grade of C/4 or above</p>
<p>Lukion pÃ¤Ã¤tÃ¶todistus (High School Leaving Certificate) with an average grade of 8 or more</p>
</td>
</tr>
<tr>
<td><a href=""/courses/extended-degrees/"">Four-year degree including a foundation year</a></td>
<td>Students who fall slightly below the standard requirements for an undergraduate course may be considered for an available or appropriate foundation year degree programme.</td>
</tr>
<tr>
<td><a href=""/courses/postgraduate/"">Postgraduate</a></td>
<td>
<p>Any one of the following qualifications:</p>
<ul>
<li>Kandidaatti/ Kandidat Bachelors)</li>
<li>Kandidaatti/ Kandidat (Professional titles: Ekonomi, Diplomi-insinÃ¶Ã¶ri, Arkkitehti, Lisensiaatt Proviisori) (Bachelor of Science in Economics/Technology/Architecture/Pharmacy)</li>
<li>Maisteri/ Magister</li>
<li>Oikeusnotaari/ RÃ¤ttsnotarie (lower law degree)</li>
<li>Oikeustieteen kandidaatti / juris kandidat (law degree)</li>
</ul>
<p>You will need an average of grade 2/good/hyva in the scale 1 to 3 or grade 4/erittain hyva/very good or above in the scale 1 to 5. </p>
<p>Students with Ammattikorkeakoulutukinto [AMK] / YrkeshÃ¶gskoleexamen [YHS] (Bachelor's from Polytechnic/University of Applied Sciences) can be considered if they have relevant work experience.</p>
</td>
</tr>
<tr>
<td><a href=""/courses/international-foundation-programme/"">International Foundation Programme</a></td>
<td>
<p>An average of B or 3 and above in Ylioppilastutkinto (Matriculation Examination Certificate) or an average of 7.0 or more in Lukion pÃ¤Ã¤tÃ¶todistus (Upper Secondary Completion Certificate)</p>
</td>
</tr>
</tbody>
</table>","<table border=""0"">
<tbody>
<tr>
<td>
<h3>Subject</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td>English</td>
<td>
<p>Ylioppilastutkintolautakunta / StudentexamensnÃ¤mnd (Matriculation Examination Board) on behalf of Opetushallitus - OPH / Utbildningsstyrelsen (The Finnish National Agency for Education) with grade 4 /Cum laude approbatur (C) plus speaking 8. This test does not include a speaking/oral element, therefore we are unable to confirm B2 in all four components unless the applicant also shows a grade of 8 from either of the below assessments:</p>
<ul>
<li>Recommended grade 8 in General Upper Secondary (Lukion pÃ¤Ã¤ttÃ¶todistus / AvgÃ¥ngsbetyg frÃ¥n gymnasiet) <strong>and/or</strong></li>
<li>Recommended grade 8 in Separate Oral assessment (separate certificate) </li>
</ul>
<p>For those who do not meet this requirement, please see our <a href=""/international/applying/english-language-requirements/"">English language requirements</a>.</p>
</td>
</tr>
<tr>
<td>Mathematics (if applicable to your course)</td>
<td>
<p>Grade B/3 or above in Ylioppilastutkinto (Matriculation Examination Certificate) or maths with grade 6 or above in Lukion pÃ¤Ã¤tÃ¶todistus (Upper Secondary Completion Certificate)</p>
</td>
</tr>
</tbody>
</table>"
France,https://www.londonmet.ac.uk/international/applying/entry-requirements-by-country/france/,"<table border=""0"">
<tbody>
<tr>
<td>
<h3>Type of course</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td><a href=""/applying/undergraduate/"">Undergraduate</a></td>
<td>
<p>Any one of the following qualifications:</p>
<ul>
<li>BaccalaurÃ©at with an overall score of 11 out of 20 or more</li>
<li>Brevet de Technicien (BT) with an overall grade of 11 or above</li>
<li>Brevet Professionnel (BP) with an overall grade of 11 or above</li>
<li>Diplome dâEtat de Technicien with an overall grade of 12 or above</li>
</ul>
</td>
</tr>
<tr>
<td><a href=""/courses/extended-degrees/"">Four-years degree including a foundation year</a></td>
<td>Students who fall slightly below the standard requirements for an undergraduate course may be considered for an available or appropriate foundation year programme.</td>
</tr>
<tr>
<td><a href=""/courses/postgraduate/"">Postgraduate</a></td>
<td>
<p>One of the following examinations:</p>
<ul>
<li>Licence</li>
<li>Diplome from an Ecole Superieure de Commerce/Gestion</li>
<li>Diplome dâIngenieur</li>
<li>Bachelor</li>
<li>Maitrise</li>
</ul>
<p>A minimum average grade of assez bien (13/20 or above) is required.</p>
</td>
</tr>
<tr>
<td><a href=""/courses/international-foundation-programme/"">International Foundation Programme</a></td>
<td>
<p>BaccalaurÃ©at with an overall score of 10 out of 20</p>
</td>
</tr>
</tbody>
</table>","<table border=""0"">
<tbody>
<tr>
<td>
<h3>Subject</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td>English</td>
<td>
<p>The Langue Vivante 1 with grade 19. The 2021 session of the LVA/LVB were cancelled due to Covid-19 and grades set by teacherâs marks from continuous assessment. It is therefore recommended for this session only, applicants are asked to provide an alternative English test. For those who do not meet this requirement please see our <a href=""/international/applying/english-language-requirements/"">English language requirements</a>.</p>
</td>
</tr>
<tr>
<td>Mathematics (if applicable to your course)</td>
<td>A minimum of 10 out of 20 in BaccalaurÃ©at</td>
</tr>
</tbody>
</table>"
Germany,https://www.londonmet.ac.uk/international/applying/entry-requirements-by-country/germany/,"<table border=""0"">
<tbody>
<tr>
<td>
<h3>Type of course</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td><a href=""/applying/undergraduate/"">Undergraduate</a></td>
<td>
<p>Any one of the following qualifications:</p>
<ul>
<li>Abitur</li>
<li>Zeugnis der Allgemeinen Hochschulreife</li>
<li>Zeugnis der Fachgebundenen Hochschulreife</li>
<li>Zeugnis der Fachhochschulreife</li>
</ul>
<p>An aggregate mark of 1,0 (sehr gut), 2,0 (gut) and 3,0 (befriedigend) out of 5</p>
</td>
</tr>
<tr>
<td><a href=""/courses/extended-degrees/"">Four-year degree including a foundation year</a></td>
<td>Students who fall slightly below the standard requirements for an undergraduate course may be considered for an available or appropriate foundation year degree programme.</td>
</tr>
<tr>
<td><a href=""/courses/postgraduate/"">Postgraduate</a></td>
<td>
<p>Any one of the following qualifications:</p>
<ul>
<li>Diplom</li>
<li>Magister Artium</li>
<li>Staatsexamen</li>
<li>Bachelor</li>
<li>Fachhochschul-Diplom</li>
</ul>
<p>Marks of 1,0 (Sehr gut) to 2,5 (Gut)</p>
</td>
</tr>
<tr>
<td><a href=""/courses/international-foundation-programme/"">International Foundation Programme</a></td>
<td>
<p>Fachabitur, Fachhochschulreife or Abitur with an aggregate mark between 3.2 (befriedigend) and 4 (ausreichend)</p>
</td>
</tr>
</tbody>
</table>","<table border=""0"">
<tbody>
<tr>
<td>
<h3>Subject</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td>English</td>
<td>
<p>Allegmeine Hochschulreife (Abitur) with grade 7-10 in Advanced English. For those who do not meet this requirement, please see our <a href=""/international/applying/english-language-requirements/"">English language requirements</a>.</p>
</td>
</tr>
<tr>
<td>Mathematics (if applicable to your course)</td>
<td>
<p align=""left"">Any one of the following qualifications:</p>
<ul>
<li>Realschulabschluss with satisfactory = 7 points out of 15</li>
<li>Abitur/Fachhochschulreife/ReifeprÃ¼fung/ Zeugnis der Allgemeinen Hochschulreife/Zeugnis der Fachgebundenen Hochschulreife with a minimum of ausreichend = 4 out of 5</li>
</ul>
</td>
</tr>
</tbody>
</table>"
Ghana,https://www.londonmet.ac.uk/international/applying/entry-requirements-by-country/ghana/,"<table border=""0"">
<tbody>
<tr>
<td>
<h3>Type of course</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td><a href=""/applying/undergraduate/"">Undergraduate</a></td>
<td>
<p>Diploma. Students with exceptionally good grades (all A/B) in SSSCE and other qualifications/work may be considered. Minimum CGPA or FGPA of 2.7. </p>
</td>
</tr>
<tr>
<td><a href=""/courses/extended-degrees/"">Four-year degree including a foundation year</a></td>
<td>Students who fall slightly below the standard requirements for an undergraduate course may be considered for an available or appropriate foundation year degree programme.</td>
</tr>
<tr>
<td><a href=""/courses/postgraduate/"">Postgraduate</a></td>
<td>
<p>Applicants need a second class degree/CGPA or FGPA 2.7 minimum for master's<br/>1. University of Ghana, Legon - CGPA 2.50 to 2.70 (min)<br/>2. KNUST - CWA 50% to 60% (min)<br/>3. UCC, Cape Coast and UCEW, Winneba - 50% to 60% (min)<br/>4. UDS, Tamale - 50% to 60% (min)</p>
</td>
</tr>
<tr>
<td><a href=""/courses/international-foundation-programme/"">International Foundation Programme</a></td>
<td>SSSCE (Senior Secondary School Certificate Examination) â grade C4-6, scale A1 excellent to F9 fail</td>
</tr>
</tbody>
</table>","<table border=""0"">
<tbody>
<tr>
<td>
<h3>Subject</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td>English</td>
<td>Non-EEA nationals who require a Tier 4 student visa must provide a Secured English Language Test (SELT) such as Academic IELTS or Pearson PTE Academic qualification. Please see our <a href=""/international/applying/english-language-requirements/"">English language requirements</a>.</td>
</tr>
<tr>
<td>Mathematics (if applicable to your course)</td>
<td>SSSCE (Senior Secondary School Certificate Examination). Grade between A1 and C6. </td>
</tr>
</tbody>
</table>"
Greece,https://www.londonmet.ac.uk/international/applying/entry-requirements-by-country/greece/,"<table border=""0"">
<tbody>
<tr>
<td>
<h3>Type of course</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td><a href=""/applying/undergraduate/"">Undergraduate</a></td>
<td>Apolyterion with a minimum mark of 16.</td>
</tr>
<tr>
<td><a href=""/courses/extended-degrees/"">Four-year degree including a foundation year</a></td>
<td>Students who fall slightly below the standard requirements for an undergraduate course may be considered for an available or appropriate foundation year degree programme.</td>
</tr>
<tr>
<td><a href=""/courses/postgraduate/"">Postgraduate</a></td>
<td>
<p>Any one of the following qualifications:</p>
<ul>
<li>a Ptychion awarded by a university in a relevant subject with 6.5 or above out of 10</li>
<li>a Ptychion awarded by a Technikon (TEI) with 7 or above out of 10</li>
<li>a bachelor's from an American University in Greece with GPA of 2.75 or above</li>
</ul>
</td>
</tr>
<tr>
<td><a href=""/courses/international-foundation-programme/"">International Foundation Programme</a></td>
<td>Apolyterion with a mark between 11 and 16 out of 20</td>
</tr>
</tbody>
</table>","<table border=""0"">
<tbody>
<tr>
<td>
<h3>Subject</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td>English</td>
<td>Applicants who require a student visa must provide a Secured English Language Test (SELT) such as Academic IELTS or Pearson PTE Academic qualification. Please see our <a href=""/international/applying/english-language-requirements/"">English language requirements</a>.</td>
</tr>
<tr>
<td>Mathematics (if applicable to your course)</td>
<td>Grade 16+ in the first year of Geniko Lykeio</td>
</tr>
</tbody>
</table>"
Hong Kong,https://www.londonmet.ac.uk/international/applying/entry-requirements-by-country/hong-kong/,"<table border=""0"">
<tbody>
<tr>
<td>
<h3>Type of course</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td><a href=""/applying/undergraduate/"">Undergraduate</a></td>
<td>
<p>A completed Hong Kong Diploma of Secondary Education (HKDSE)</p>
<p>Please refer to course information pages for course UCAS point entry requirement.</p>
</td>
</tr>
<tr>
<td><a href=""/courses/extended-degrees/"">Four-year degree including a foundation year</a></td>
<td>
<p>Students who fall slightly below the standard requirements for an undergraduate course may be considered for an available or appropriate foundation year degree programme.</p>
</td>
</tr>
<tr>
<td><a href=""/courses/postgraduate/"">Postgraduate</a></td>
<td>
<p>A completed bachelor's degree from a recognised institution. Grade: Minimum classification of 2:2 or above. </p>
</td>
</tr>
<tr>
<td><a href=""/courses/international-foundation-programme/"">International Foundation Programme</a></td>
<td>A completed Hong Kong Diploma of Secondary Education (HKDSE). Please refer to course information pages for course UCAS point entry requirement.<br/><br/>Students after secondary 5 with 50% (pass) in both years 4 and 5 and 55% in specialised subject.</td>
</tr>
</tbody>
</table>","<table border=""0"">
<tbody>
<tr>
<td>
<h3>Subject</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td>English</td>
<td>Non-EEA nationals who require a Tier 4 student visa must provide a Secured English Language Test (SELT) such as Academic IELTS or Pearson PTE Academic qualification. Please see our <a href=""/international/applying/english-language-requirements/"">English language requirements</a>.</td>
</tr>
<tr>
<td>Mathematics (if applicable to your course)</td>
<td>A pass in Mathematics on the Hong Kong Diploma of Secondary Education (HKDSE). Grade 2 or above.  </td>
</tr>
</tbody>
</table>"
Hungary,https://www.londonmet.ac.uk/international/applying/entry-requirements-by-country/hungary/,"<table border=""0"">
<tbody>
<tr>
<td>
<h3>Type of course</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td><a href=""/applying/undergraduate/"">Undergraduate</a></td>
<td>Erettsegi (Matura) with an aggregate grade of at least 3 (kozepes-average)</td>
</tr>
<tr>
<td><a href=""/courses/extended-degrees/"">Four-year degree including a foundation year</a></td>
<td>Students who fall slightly below the standard requirements for an undergraduate course may be considered for an available or appropriate foundation year degree programme.</td>
</tr>
<tr>
<td><a href=""/courses/postgraduate/"">Postgraduate</a></td>
<td>A minimum grade of 4 / jo / good in the Egyetemi Oklevel or in the bachelor's degree</td>
</tr>
<tr>
<td><a href=""/courses/international-foundation-programme/"">International Foundation Programme</a></td>
<td>Erettsegi (Matura) with an aggregate grade of 2 / Elegseges (pass)</td>
</tr>
</tbody>
</table>","<table border=""0"">
<tbody>
<tr>
<td>
<h3>Subject</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td>English</td>
<td>Applicants who require a student visa must provide a Secured English Language Test (SELT) such as Academic IELTS or Pearson PTE Academic qualification. Please see our <a href=""/international/applying/english-language-requirements/"">English language requirements</a>.</td>
</tr>
<tr>
<td>Mathematics (if applicable to your course)</td>
<td>Erettsegi (Matura) with grade 2</td>
</tr>
</tbody>
</table>"
India,https://www.londonmet.ac.uk/international/applying/entry-requirements-by-country/india/,"<table border=""0"">
<tbody>
<tr>
<td>
<h3>Type of course</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td><a href=""/applying/undergraduate/"">Undergraduate</a></td>
<td>
<p>Complete and pass High School Certificate (HSC) Classes X and XII </p>
<p>Grade: 60% or above in both years<br/><br/>Grade: 50% plus in 10th AND 65% plus in 12th</p>
</td>
</tr>
<tr>
<td><a href=""/courses/extended-degrees/"">Four-year degree including a foundation year</a></td>
<td>Students who fall slightly below the standard requirements for an undergraduate course may be considered for an available or appropriate foundation year degree programme.</td>
</tr>
<tr>
<td><a href=""/courses/postgraduate/"">Postgraduate</a></td>
<td>
<p>Bachelor's degree (completed over three years or longer) from a recognised Indian institution.</p>
<p>Grade: First Division (60%)<br/><br/><span class=""TextRun BCX0 SCXW233736517"" data-contrast=""auto"" lang=""EN-GB"" xml:lang=""EN-GB""><span class=""NormalTextRun BCX0 SCXW233736517"">Grade: 55% or more in a bachelorâs degree plus at least a year's work experience</span></span></p>
</td>
</tr>
<tr>
<td><a href=""/courses/international-foundation-programme/"">International Foundation Programme</a></td>
<td>
<p>Complete and pass High School Certificate (HSC) Classes X and XII</p>
<p>Grade: 50% or above in both years</p>
</td>
</tr>
</tbody>
</table>","<table border=""0"">
<tbody>
<tr>
<td>
<h3>Subject</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td>English</td>
<td>Non-EEA nationals who require a Tier 4 student visa must provide a Secured English Language Test (SELT) such as Academic IELTS or Pearson PTE Academic qualification. Please see our <a href=""/international/applying/english-language-requirements/"">English language requirements</a>.</td>
</tr>
<tr>
<td>Mathematics (if applicable to your course)</td>
<td>
<p>Pass High School Certificate (HSC) Mathematics in Class X</p>
<p>Grade: 70% or above</p>
</td>
</tr>
</tbody>
</table>"
Indonesia,https://www.londonmet.ac.uk/international/applying/entry-requirements-by-country/indonesia/,"<table border=""0"">
<tbody>
<tr>
<td>
<h3>Type of course</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td><a href=""/applying/undergraduate/"">Undergraduate</a></td>
<td>
<p>Pass IFP or an equivalent level qualification or pass year 1 of a relevant Indonesian degree (Strata 1 / Sarjana)</p>
<p>Grade: GPA 2.75 and above</p>
</td>
</tr>
<tr>
<td><a href=""/courses/extended-degrees/"">Four-year degree including a foundation year</a></td>
<td>Students who fall slightly below the standard requirements for an undergraduate course may be considered for an available or appropriate foundation year degree programme.</td>
</tr>
<tr>
<td><a href=""/courses/postgraduate/"">Postgraduate</a></td>
<td>
<p>Strata 1 (Sarjana) with GPA above 2.5 or a grade C2 or higher (B3 or A4)</p>
</td>
</tr>
<tr>
<td><a href=""/courses/international-foundation-programme/"">International Foundation Programme</a></td>
<td>
<p>Secondary School Certificate of Completion (STTB SMA)</p>
<p>Grade: a minimum overall mark of 6 (scale 1-10)</p>
</td>
</tr>
</tbody>
</table>","<table border=""0"">
<tbody>
<tr>
<td>
<h3>Subject</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td>English</td>
<td>Non-EEA nationals who require a Tier 4 student visa must provide a Secured English Language Test (SELT) such as Academic IELTS or Pearson PTE Academic qualification. Please see our <a href=""/international/applying/english-language-requirements/"">English language requirements</a>.</td>
</tr>
<tr>
<td>Mathematics (if applicable to your course)</td>
<td>Ijazah - Sekolah Menengah Pertama/Madrasah Tsanawiyah (SMP/MT) (Certificate of Graduation from Junior Secondary School) with a grade 6 </td>
</tr>
</tbody>
</table>"
Iran,https://www.londonmet.ac.uk/international/applying/entry-requirements-by-country/iran/,"<table border=""0"">
<tbody>
<tr>
<td>
<h3>Type of course</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td><a href=""/applying/undergraduate/"">Undergraduate</a></td>
<td>
<p>A completed High School Diploma and a Pre-University Certificate (PUC) </p>
<p>Grade: GPA of 14 (high school diploma) and GPA of 12/20 (Pre university certificate)<br/><br/><span class=""TextRun SCXW44098278 BCX0"" data-contrast=""auto"" lang=""EN-GB"" xml:lang=""EN-GB""><span class=""SpellingError SCXW44098278 BCX0"">Kardani</span></span><span class=""TextRun SCXW44098278 BCX0"" data-contrast=""auto"" lang=""EN-GB"" xml:lang=""EN-GB""><span class=""NormalTextRun SCXW44098278 BCX0""> Associate Degree with a minimum GPA of 14</span></span></p>
</td>
</tr>
<tr>
<td><a href=""/courses/extended-degrees/"">Four-year degree including a foundation year</a></td>
<td>
<p>Students who fall slightly below the standard requirements for an undergraduate course may be considered for an available or appropriate foundation year degree programme.</p>
</td>
</tr>
<tr>
<td><a href=""/courses/postgraduate/"">Postgraduate</a></td>
<td>
<p>A completed Licence (bachelor's degree) from a recognised institution</p>
<p>Students<span data-contrast=""auto""> graduated from </span><span data-contrast=""auto"">Sanaati</span><span data-contrast=""auto""> Sharif, Tehran University, Shahid Beheshti and Amir Kabir will be </span><span data-contrast=""auto"">accepted with a GPA 12/20</span><span data-ccp-props='{""201341983"":0,""335559740"":259}'> <br/><br/></span><span data-contrast=""auto"">Grade: GPA of 12/20 or above</span><span data-ccp-props='{""201341983"":0,""335559740"":259}'> </span></p>
</td>
</tr>
<tr>
<td><a href=""/courses/international-foundation-programme/"">International Foundation Programme</a></td>
<td>
<p>A completed High School Diploma</p>
<p>Grade: GPA of 12 or above</p>
</td>
</tr>
</tbody>
</table>","<table border=""0"">
<tbody>
<tr>
<td>
<h3>Subject</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td>English</td>
<td>Non-EEA nationals who require a Tier 4 student visa must provide a Secured English Language Test (SELT) such as Academic IELTS or Pearson PTE Academic qualification. Please see our <a href=""/international/applying/english-language-requirements/"">English language requirements</a>.</td>
</tr>
<tr>
<td>Mathematics (if applicable to your course)</td>
<td>A pass in High School Diploma Mathematics â grade of 12/20 or above</td>
</tr>
</tbody>
</table>"
Ireland (Republic),https://www.londonmet.ac.uk/international/applying/entry-requirements-by-country/ireland-republic/,"<table border=""0"">
<tbody>
<tr>
<td>
<h3>Type of course</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td><a href=""/applying/undergraduate/"">Undergraduate</a></td>
<td>Irish Leaving Certificate (ILC) â minimum UCAS tariff point requirements from at least 6 subjects with a minimum of 4 grade Cs/H5s at higher level</td>
</tr>
<tr>
<td><a href=""/courses/extended-degrees/"">Four-year degree including a foundation year</a></td>
<td>Students who fall slightly below the standard requirements for an undergraduate course may be considered for an available or appropriate foundation year degree programme.</td>
</tr>
<tr>
<td><a href=""/courses/postgraduate/"">Postgraduate</a></td>
<td>
<p>An honours degree with a minimum of 2:2 or above</p>
</td>
</tr>
</tbody>
</table>","<table border=""0"">
<tbody>
<tr>
<td>
<h3>Subject</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td>English</td>
<td>
<p>C or above in ordinary level English</p>
<p>Non-EEA nationals who require a Tier 4 student visa must provide a Secured English Language Test (SELT) such as Academic IELTS or Pearson PTE Academic qualification. Please see our <a href=""/international/applying/english-language-requirements/"">English language requirements</a>.</p>
</td>
</tr>
<tr>
<td>Mathematics (if applicable to your course)</td>
<td>A minimum of grade B (ordinary level) or grade C (higher level)<strong><br/></strong></td>
</tr>
</tbody>
</table>"
Israel,https://www.londonmet.ac.uk/international/applying/entry-requirements-by-country/israel/,"<table border=""0"">
<tbody>
<tr>
<td>
<h3>Type of course</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td><a href=""/applying/undergraduate/"">Undergraduate</a></td>
<td>
<p><span class=""TextRun SCXW113644442 BCX0"" data-contrast=""auto"" lang=""EN-GB"" xml:lang=""EN-GB""><span class=""NormalTextRun SCXW113644442 BCX0"">Students with an average score </span></span><span class=""TextRun SCXW113644442 BCX0"" data-contrast=""auto"" lang=""EN-GB"" xml:lang=""EN-GB""><span class=""NormalTextRun SCXW113644442 BCX0"">of 6 out of 10</span></span><span class=""TextRun SCXW113644442 BCX0"" data-contrast=""auto"" lang=""EN-GB"" xml:lang=""EN-GB""><span class=""NormalTextRun SCXW113644442 BCX0""> in the </span></span><span class=""TextRun SCXW113644442 BCX0"" data-contrast=""auto"" lang=""EN-GB"" xml:lang=""EN-GB""><span class=""SpellingError SCXW113644442 BCX0"">Bagrut</span></span><span class=""TextRun SCXW113644442 BCX0"" data-contrast=""auto"" lang=""EN-GB"" xml:lang=""EN-GB""><span class=""NormalTextRun SCXW113644442 BCX0""> may be considered with a minimum acceptable score of 6 in required subjects</span></span><span class=""EOP SCXW113644442 BCX0"" data-ccp-props='{""201341983"":0,""335559740"":259}'> </span></p>
</td>
</tr>
<tr>
<td><a href=""/courses/extended-degrees/"">Four-year degree including a foundation year</a></td>
<td>
<p>Students who fall slightly below the standard requirements for an undergraduate course may be considered for an available or appropriate foundation year degree programme.</p>
</td>
</tr>
<tr>
<td><a href=""/courses/postgraduate/"">Postgraduate</a></td>
<td>
<p>Bachelor's degree</p>
<p>Grade: Minimum of Fair / 65%-74% / C</p>
</td>
</tr>
<tr>
<td><a href=""/courses/international-foundation-programme/"">International Foundation Programme</a></td>
<td>
<p>B<span class=""TextRun SCXW205109067 BCX0"" data-contrast=""auto"" lang=""EN-GB"" xml:lang=""EN-GB""><span class=""SpellingError SCXW205109067 BCX0"">agrut</span></span><span class=""TextRun SCXW205109067 BCX0"" data-contrast=""auto"" lang=""EN-GB"" xml:lang=""EN-GB""><span class=""NormalTextRun SCXW205109067 BCX0""> with an average score of 5 out of 10 with a minimum acceptable score of 5 in required subjects.</span></span><span class=""EOP SCXW205109067 BCX0"" data-ccp-props='{""201341983"":0,""335559740"":259}'> </span></p>
</td>
</tr>
</tbody>
</table>","<table border=""0"">
<tbody>
<tr>
<td>
<h3>Subject</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td>English</td>
<td>Non-EEA nationals who require a Tier 4 student visa must provide a Secured English Language Test (SELT) such as Academic IELTS or Pearson PTE Academic qualification. Please see our <a href=""/international/applying/english-language-requirements/"">English language requirements</a>.</td>
</tr>
<tr>
<td>Mathematics (if applicable to your course)</td>
<td>
<p>Bagrut</p>
<p>Grade: 6/10</p>
</td>
</tr>
</tbody>
</table>"
